status,seed,seed_slug,domain,elicitation_strategy,ner_strategy,model,out_dir,profile,max_depth,max_subjects,max_facts_hint,ner_batch_size,crawler,python,command,timestamp,batch_mode,effective_concurrency
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/det/The_Big_Bang_Theory/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/calibrate/det/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065660,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/det/DAX_40_Index/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/calibrate/det/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065672,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/medium/ancient_city_of_Babylon/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/calibrate/medium/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065684,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/medium/The_Big_Bang_Theory/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/calibrate/medium/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065696,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/medium/DAX_40_Index/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/calibrate/medium/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065708,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/wild/ancient_city_of_Babylon/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/calibrate/wild/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065720,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/wild/The_Big_Bang_Theory/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/calibrate/wild/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065733,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,calibrate,calibrate,deepseek,runs/TestDryRun/topic/deepseek/calibrate/wild/DAX_40_Index/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/calibrate/wild/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy calibrate --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065745,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/det/ancient_city_of_Babylon/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/icl/det/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065757,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/det/The_Big_Bang_Theory/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/icl/det/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065768,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/det/DAX_40_Index/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/icl/det/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065779,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/medium/ancient_city_of_Babylon/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/icl/medium/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065791,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/medium/The_Big_Bang_Theory/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/icl/medium/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065802,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/medium/DAX_40_Index/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/icl/medium/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065814,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/wild/ancient_city_of_Babylon/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/icl/wild/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065825,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/wild/The_Big_Bang_Theory/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/icl/wild/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065836,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,icl,calibrate,deepseek,runs/TestDryRun/topic/deepseek/icl/wild/DAX_40_Index/20251029_221411,wild,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/icl/wild/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy icl --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 2.0 --top-p 1.0 --top-k 100 --max-tokens 2000,2025-10-29T22:14:11.065847,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/det/ancient_city_of_Babylon/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/dont_know/det/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065858,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/det/The_Big_Bang_Theory/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/dont_know/det/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065870,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/det/DAX_40_Index/20251029_221411,det,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/dont_know/det/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.0 --top-p 1.0 --max-tokens 2000,2025-10-29T22:14:11.065881,False,10
DRY_RUN,ancient city of Babylon,ancient_city_of_Babylon,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/medium/ancient_city_of_Babylon/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'ancient city of Babylon' --output-dir runs/TestDryRun/topic/deepseek/dont_know/medium/ancient_city_of_Babylon/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065893,False,10
DRY_RUN,The Big Bang Theory,The_Big_Bang_Theory,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/medium/The_Big_Bang_Theory/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'The Big Bang Theory' --output-dir runs/TestDryRun/topic/deepseek/dont_know/medium/The_Big_Bang_Theory/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065904,False,10
DRY_RUN,DAX 40 Index,DAX_40_Index,topic,dont_know,calibrate,deepseek,runs/TestDryRun/topic/deepseek/dont_know/medium/DAX_40_Index/20251029_221411,medium,1,10,100,50,crawler_batch_concurrency_topic.py,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python,/Users/muhammedsaeed/anaconda3/envs/KB/bin/python crawler_batch_concurrency_topic.py --seed 'DAX 40 Index' --output-dir runs/TestDryRun/topic/deepseek/dont_know/medium/DAX_40_Index/20251029_221411 --domain topic --elicitation-strategy dont_know --ner-strategy calibrate --elicit-model-key deepseek --ner-model-key deepseek --max-depth 1 --max-facts-hint 100 --max-subjects 10 --ner-batch-size 50 --concurrency 10 --temperature 0.7 --top-p 0.95 --top-k 50 --max-tokens 2000,2025-10-29T22:14:11.065916,False,10
